keyFifths,beats,beatsType,harmonyRootStep,harmonyRootAlter,divisions,harmonyKind,harmonyDuration,sequenceId,startPitchStep,startPitchOctave,startPitchAlter,targetPitchStep,targetPitchOctave,targetPitchAlter
-6,4,4,C,-1,1,major-seventh,4,90b55e55-1a5a-40a1-9496-3bab2fcb70a1,C,4,-1,D,3,-1
-6,4,4,D,-1,1,dominant-ninth,4,2fb4194c-07c9-4ad4-a691-cfddeb134b08,D,3,-1,E,3,-1
-6,4,4,E,-1,1,minor-ninth,4,07bf2acb-b57e-4e67-b29c-f1bef8fff7fc,E,3,-1,F,3,0
-6,4,4,F,0,1,half-diminished,4,a9f3a937-e246-4ee2-b8b2-bbf91063a327,F,3,0,G,2,-1
-6,4,4,G,-1,1,major-sixth,4,a10b0b24-ae8e-4603-86c0-73eaa8c93bfa,G,2,-1,A,2,-1
-6,4,4,A,-1,1,minor-ninth,4,eb9f1fea-9917-4c96-adee-97f7244dbb70,A,2,-1,B,2,-1
-6,4,4,B,-1,1,minor-ninth,4,4dfc228f-32c7-43fb-98fe-23e606a6ee67,B,2,-1,C,3,-1
-6,4,4,C,-1,1,major-seventh,4,dba628cd-92ab-40e9-8a7d-7061c0fdee5c,C,3,-1,D,3,-1
-6,4,4,D,-1,1,dominant-ninth,4,5f463b9d-560c-4ff5-826d-4b1d639241dd,D,3,-1,E,3,-1
-6,4,4,E,-1,1,minor-ninth,4,4053704a-2fdb-4ca5-927e-680715a41dcd,E,3,-1,F,2,0
-6,4,4,F,0,1,half-diminished,4,94c7a823-9c10-431c-af81-832f49a9b405,F,2,0,G,3,-1
-6,4,4,G,-1,1,major-sixth,4,40cc72d8-ff81-4f2f-a072-e75889241e91,G,3,-1,G,2,-1
-6,4,4,G,-1,1,major-sixth,4,7c038d2a-b8b3-48ae-8afa-d8002b0a9941,G,2,-1,G,3,-1
-6,4,4,G,-1,1,major-sixth,4,0533313b-2129-4474-b956-b0a36ddd6f56,G,3,-1,G,3,-1
-6,4,4,G,-1,1,major-sixth,4,e5f9b7de-6d33-4411-bde2-e04f3f72f391,G,3,-1,G,3,0
1,4,4,G,0,1,major-sixth,4,4ca41510-9215-4b40-ae2c-cc3e1547dbdd,G,3,0,A,3,0
1,4,4,A,0,1,minor-ninth,4,f276accb-6767-4abc-8893-ebe6a75b4abf,A,3,0,B,3,0
1,4,4,B,0,1,minor-ninth,4,44717627-b54a-42b1-a516-af981faf1edb,B,3,0,C,4,0
1,4,4,C,0,1,major-seventh,4,8110b609-5639-4738-92ad-f8ebb9d85550,C,4,0,D,3,0
1,4,4,D,0,1,dominant-ninth,4,7ab69aaf-8f82-4b50-9b80-6ca3cbdffb7f,D,3,0,E,3,0
1,4,4,E,0,1,minor-ninth,4,bf5c1e76-0428-4100-9894-ac192fa0c048,E,3,0,F,3,1
1,4,4,F,1,1,half-diminished,4,cfa427be-5785-47e3-81d6-98729c00e468,F,3,1,G,2,0
1,4,4,G,0,1,major-sixth,4,99997ec2-35a9-4658-8d2d-7b0325ac17b1,G,2,0,A,2,0
1,4,4,A,0,1,minor-ninth,4,d1753e3d-86cf-4e2f-bc44-b3fa373e195f,A,2,0,B,2,0
1,4,4,B,0,1,minor-ninth,4,2cd5a87b-afda-4c63-bcd2-d84c86da4219,B,2,0,C,3,0
1,4,4,C,0,1,major-seventh,4,7d1e1eb2-2046-4b30-a6a4-901123da4f2b,C,3,0,D,3,0
1,4,4,D,0,1,dominant-ninth,4,cb481744-f31e-455d-a7aa-de72605a6428,D,3,0,E,2,0
1,4,4,E,0,1,minor-ninth,4,3afb24c7-0598-4150-babb-ec165b7289a3,E,2,0,F,2,1
1,4,4,F,1,1,half-diminished,4,b12fab88-eda2-4e6b-9642-90f5c317808f,F,2,1,G,2,0
1,4,4,G,0,1,major-sixth,4,5b817f2b-bdd8-4446-b0b6-0899e314d607,G,2,0,G,3,0
1,4,4,G,0,1,major-sixth,4,4d5e83e5-1886-48b5-8214-f28b2c774426,G,3,0,G,2,0
1,4,4,G,0,1,major-sixth,4,31fbb543-f386-4a58-b72c-b152d1402c27,G,2,0,G,2,0
1,4,4,G,0,1,major-sixth,4,3bdbe972-f0e2-4371-aadf-e64b7eefd2bb,G,2,0,A,2,-1
-4,4,4,A,-1,1,major-sixth,4,97bfc35a-062d-4d9a-b1e0-6ca115782c5a,A,2,-1,B,2,-1
-4,4,4,B,-1,1,minor-ninth,4,df70c8fd-5183-43a2-a4bd-dbd7a92e039c,B,2,-1,C,3,0
-4,4,4,C,0,1,minor-ninth,4,9acfc9b9-ce9a-4e83-bb21-7ec49a943fbf,C,3,0,D,3,-1
-4,4,4,D,-1,1,major-seventh,4,ee29b5ac-45aa-4805-ac80-484b25b23cb2,D,3,-1,E,3,-1
-4,4,4,E,-1,1,dominant-ninth,4,e6cdfad2-954a-4b73-adb0-3fe06e27154e,E,3,-1,F,2,0
-4,4,4,F,0,1,minor-ninth,4,44eb2dc1-0808-4a89-ac39-2945b2af5dca,F,2,0,G,2,0
-4,4,4,G,0,1,half-diminished,4,7ff74c48-a506-498d-a030-c68cccf41532,G,2,0,A,3,-1
-4,4,4,A,-1,1,major-sixth,4,0712a5f4-1537-4ce4-a52b-9807909448d8,A,3,-1,B,2,-1
-4,4,4,B,-1,1,minor-ninth,4,22f96904-b517-4e60-b167-f60300206319,B,2,-1,C,3,0
-4,4,4,C,0,1,minor-ninth,4,df80b77c-bf13-49ad-8ac0-b991cb2c4e8c,C,3,0,D,3,-1
-4,4,4,D,-1,1,major-seventh,4,af1d870b-31e2-4cb2-9e34-61787d932ef0,D,3,-1,E,3,-1
-4,4,4,E,-1,1,dominant-ninth,4,17930e46-dc28-4d4c-9eb2-c7d810861497,E,3,-1,F,2,0
-4,4,4,F,0,1,minor-ninth,4,8301259f-7277-418f-8f1e-4076c5fbd1e4,F,2,0,G,2,0
-4,4,4,G,0,1,half-diminished,4,d208796d-8a6c-455a-ab3f-77c6ca4622d6,G,2,0,A,2,-1
-4,4,4,A,-1,1,major-sixth,4,153d93a6-b0e9-4d81-8276-41e265058bb9,A,2,-1,A,2,-1
-4,4,4,A,-1,1,major-sixth,4,3f944d7c-1171-4f5c-869f-2580c7c234a5,A,2,-1,A,2,0
3,4,4,A,0,1,major-sixth,4,80019e14-380a-44b8-90b2-f21b7a8423ea,A,2,0,B,2,0
3,4,4,B,0,1,minor-ninth,4,8b0608d3-9ed8-4405-ab3b-0b0a5d30fe45,B,2,0,C,3,1
3,4,4,C,1,1,minor-ninth,4,5a869c64-6e87-4625-b213-f033cccfe101,C,3,1,D,3,0
3,4,4,D,0,1,major-seventh,4,9f871783-e240-4701-aec2-0626051a3df3,D,3,0,E,3,0
3,4,4,E,0,1,dominant-ninth,4,2b05d942-8e97-4dea-8064-e1db1124f60a,E,3,0,F,2,1
3,4,4,F,1,1,minor-ninth,4,509d5f57-d3f1-49d9-9ede-827876d9d295,F,2,1,G,2,1
3,4,4,G,1,1,half-diminished,4,7993d545-fc45-4308-8be0-5bf661189397,G,2,1,A,2,0
3,4,4,A,0,1,major-sixth,4,c1adea21-86a0-4530-9689-945a8db500e7,A,2,0,A,2,0
3,4,4,A,0,1,major-sixth,4,a260a5bf-8f9a-4a20-9801-ee282d11e533,A,2,0,B,2,-1
-2,4,4,B,-1,1,major-sixth,4,cde6d15b-32cf-471f-9013-92144e4c590c,B,2,-1,C,3,0
-2,4,4,C,0,1,minor-ninth,4,a9eecc31-c84a-4a0b-b3d6-5d3cb8e135ab,C,3,0,D,3,0
-2,4,4,D,0,1,minor-ninth,4,69d08bf7-3cd7-4903-b5e2-d5f437664c8c,D,3,0,E,3,-1
-2,4,4,E,-1,1,major-seventh,4,efdeacfa-5c22-4836-b63c-7eb37d9352a6,E,3,-1,F,3,0
-2,4,4,F,0,1,dominant-ninth,4,aa239308-1658-4b44-8dcb-52921174f439,F,3,0,G,2,0
-2,4,4,G,0,1,minor-ninth,4,f1544b56-33f4-401a-9b2b-880f41c8b712,G,2,0,A,2,0
-2,4,4,A,0,1,half-diminished,4,1ed6c3c3-eb73-417e-bcac-7d53374d87c1,A,2,0,B,2,-1
-2,4,4,B,-1,1,major-sixth,4,f4cc0eb9-3c71-4511-b1d0-0055243c5367,B,2,-1,B,2,-1
-2,4,4,B,-1,1,major-sixth,4,4786b43e-4256-4b08-aabb-85f6c249d72d,B,2,-1,B,2,0
5,4,4,B,0,1,major-sixth,4,1b231d72-514c-42e9-94ef-1763d28fb606,B,2,0,C,3,1
5,4,4,C,1,1,minor-ninth,4,0b4136aa-a5fe-4d87-b5fc-547d3ee30852,C,3,1,D,3,1
5,4,4,D,1,1,minor-ninth,4,31ffd9a5-be95-4db3-a858-7a6556755ed8,D,3,1,E,3,0
5,4,4,E,0,1,major-seventh,4,1ec0686d-90ef-471e-900b-e40f662534d0,E,3,0,F,3,1
5,4,4,F,1,1,dominant-ninth,4,f148770f-510d-4e68-bd65-c80fe8a24841,F,3,1,G,2,1
5,4,4,G,1,1,minor-ninth,4,bea99440-bfa2-45dc-8112-6966fcc047e9,G,2,1,A,2,1
5,4,4,A,1,1,half-diminished,4,98b63dda-cc67-4f36-ac1c-02542d24a8ab,A,2,1,B,2,0
5,4,4,B,0,1,major-sixth,4,cfe85e66-d237-40fd-9829-000f9e59a857,B,2,0,B,2,0
5,4,4,B,0,1,major-sixth,4,c1293464-29f7-4dce-a623-d943682b50f6,B,2,0,C,3,-1
-7,4,4,C,-1,1,major-sixth,4,1b2673ab-0a9e-4baa-84dd-cf7dda4cc48f,C,3,-1,D,3,-1
-7,4,4,D,-1,1,minor-ninth,4,63cf50ae-7a07-45a6-9594-2c6e9b5730bb,D,3,-1,E,3,-1
-7,4,4,E,-1,1,minor-ninth,4,98e82622-3c7e-40ad-bb9d-a92fba089985,E,3,-1,F,3,-1
-7,4,4,F,-1,1,major-seventh,4,5618254f-6a6a-4b0e-afca-6f03e3b4044c,F,3,-1,G,3,-1
-7,4,4,G,-1,1,dominant-ninth,4,5e43c95e-2c1f-4ebe-b448-917d592d7b65,G,3,-1,A,2,-1
-7,4,4,A,-1,1,minor-ninth,4,197a161b-243c-4a46-9d05-5a8fb0f25524,A,2,-1,B,2,-1
-7,4,4,B,-1,1,minor-seventh,4,95295437-e04e-40fd-be54-89dbb9abee44,B,2,-1,C,3,-1
-7,4,4,C,-1,1,major-sixth,4,0f6389d9-a983-4e4e-be44-e3f42c57e52f,C,3,-1,C,3,-1
0,4,4,C,0,1,dominant,4,f3113337-bf51-4366-846f-4c95ff29f920,C,3,0,C,4,0
0,4,4,C,0,1,dominant,4,be645f26-1fb9-44d9-9575-1bcaef03e517,C,4,0,C,3,0
0,4,4,C,0,1,dominant,4,3d3e00b4-8c44-46fe-ba1c-e8beebc0f32a,C,3,0,F,2,0
0,4,4,F,0,1,dominant,4,0ef7aec5-7847-4ab3-9529-9cb67017ee93,F,2,0,F,2,0
-1,4,4,F,0,1,dominant,4,86b8b56b-475a-46d5-8bf3-8449c0241ec3,F,2,0,F,3,0
-1,4,4,F,0,1,dominant,4,f389c50b-9dd0-4d61-9ed0-3cedb23e32fd,F,3,0,F,2,0
-1,4,4,F,0,1,dominant,4,7ad716b6-c59d-4bbe-8d62-11a20e5d3371,F,2,0,B,2,-1
-1,4,4,B,-1,1,dominant,4,ed65cbd6-e5bc-49b5-ac2d-9151b26142d0,B,2,-1,B,2,-1
-2,4,4,B,-1,1,dominant,4,e32c439f-c02f-4961-a609-3b032e217a61,B,2,-1,B,3,-1
-2,4,4,B,-1,1,dominant,4,cbf653f6-8d83-4787-8791-85b30b1d15b6,B,3,-1,B,2,-1
-2,4,4,B,-1,1,dominant,4,54554850-82f8-4599-9ff7-1f90fb1865d7,B,2,-1,E,3,-1
-2,4,4,E,-1,1,dominant,4,d71ea15e-838b-4705-944a-b17d7c42dadf,E,3,-1,E,3,-1
-3,4,4,E,-1,1,dominant,4,3214fcc5-6aa1-4c98-bcea-42da5f2c865d,E,3,-1,E,4,-1
-3,4,4,E,-1,1,dominant,4,ab191c5b-f0c3-48a8-a8ec-73f849b9f4ae,E,4,-1,E,3,-1
-3,4,4,E,-1,1,dominant,4,f6f1aa4c-bb0c-41b3-8933-3bc0b9fbdae6,E,3,-1,A,2,-1
-3,4,4,A,-1,1,dominant,4,e0a41a40-1862-4e90-a937-e1b6021cfa1b,A,2,-1,A,2,-1
-4,4,4,A,-1,1,dominant,4,cd2ab3fd-82dc-46be-93d2-31e3d25b9cee,A,2,-1,A,3,-1
-4,4,4,A,-1,1,dominant,4,6f0e7a29-ac82-438d-a041-60105e512674,A,3,-1,A,2,-1
-4,4,4,A,-1,1,dominant,4,7a925b2a-9297-43b4-bf1a-346e907dda69,A,2,-1,D,3,-1
-4,4,4,D,-1,1,dominant,4,bface695-0e83-4f0b-94d4-caaf4e596f53,D,3,-1,D,3,-1
-5,4,4,D,-1,1,dominant,4,e7735602-64a1-4f0a-b16a-4d251f722d54,D,3,-1,D,4,-1
-5,4,4,D,-1,1,dominant,4,19fcf826-debb-4c2d-8c7d-1cdd62d41781,D,4,-1,D,3,-1
-5,4,4,D,-1,1,dominant,4,d708b870-8742-43e8-84dc-7cd4d5e0a603,D,3,-1,G,2,-1
-5,4,4,G,-1,1,dominant,4,22462387-a9f1-4266-ab89-22239a1d3e84,G,2,-1,C,3,1
7,4,4,C,1,1,dominant,4,b1d9cfd7-77bc-46a3-a6a1-9a4879bdc81d,C,3,1,C,4,1
7,4,4,C,1,1,dominant,4,a11e9b36-134f-4bcb-8c9b-8232e74bf7ad,C,4,1,C,3,1
7,4,4,C,1,1,dominant,4,1f2697fd-d2e1-4e26-b5c3-1f578d31ecd4,C,3,1,F,2,1
7,4,4,F,1,1,dominant,4,37397913-b323-49ae-be37-a3c89510ab53,F,2,1,G,2,-1
-6,4,4,G,-1,1,dominant,4,b0a4415c-c97f-4681-9536-ce16d1e6aeb5,G,2,-1,G,3,-1
-6,4,4,G,-1,1,dominant,4,3f3acd80-e66f-48e5-81b5-f6542b916ea4,G,3,-1,G,3,-1
-6,4,4,G,-1,1,dominant,4,89d98ae6-8079-4029-a1ac-14b459dca7c5,G,3,-1,C,3,-1
-6,4,4,C,-1,1,dominant,4,92b350f6-b428-46d8-aa83-9acad04d0e3d,C,3,-1,F,2,1
6,4,4,F,1,1,dominant,4,3738c781-2451-4f23-b660-2d379548fdab,F,2,1,F,3,1
6,4,4,F,1,1,dominant,4,b356d263-0fa7-4fcd-8b38-af5a92f7f1c6,F,3,1,F,3,1
6,4,4,F,1,1,dominant,4,86ecd590-d4e2-4a48-81ea-4815d67f0875,F,3,1,B,2,0
6,4,4,B,0,1,dominant,4,d05da398-0d9f-43b0-8d32-d52a054fe7bb,B,2,0,C,3,-1
-7,4,4,C,-1,1,dominant,4,8dae1912-ddeb-4c06-b376-d8856a3fa04d,C,3,-1,C,4,-1
-7,4,4,C,-1,1,dominant,4,c78e31a5-e987-40d2-99a6-9e86fed76394,C,4,-1,C,4,-1
-7,4,4,C,-1,1,dominant,4,33af19f7-bd63-4930-afe9-0e5e9fb21407,C,4,-1,F,3,-1
-7,4,4,F,-1,1,dominant,4,7e1c0037-b18f-497a-8fec-7ed480b09bb8,F,3,-1,B,2,0
5,4,4,B,0,1,dominant,4,9362933f-40f4-4a19-93b8-c1d6ef1d8205,B,2,0,B,3,0
5,4,4,B,0,1,dominant,4,c601149e-f671-4e6a-81b4-863a7e09813e,B,3,0,B,3,0
5,4,4,B,0,1,dominant,4,4d47a21f-eaba-4f7f-a433-fc601c2e9fdb,B,3,0,E,3,0
5,4,4,E,0,1,dominant,4,7406322f-72ef-42dc-a3c7-af7e7e54bc02,E,3,0,E,2,0
4,4,4,E,0,1,dominant,4,d4ba99e1-1564-4ece-a9c0-902b9f09221b,E,2,0,E,3,0
4,4,4,E,0,1,dominant,4,9a0f691b-14a3-4aa7-9a49-eac4392794c6,E,3,0,E,3,0
4,4,4,E,0,1,dominant,4,554baead-2bb1-4f07-ad4c-d856afb1c6d4,E,3,0,A,2,0
4,4,4,A,0,1,dominant,4,27a49fc9-6785-44dc-af3d-9084f7e211e8,A,2,0,A,2,0
3,4,4,A,0,1,dominant,4,44b4c3e2-d948-4bfb-bb18-ecb672033f21,A,2,0,A,3,0
3,4,4,A,0,1,dominant,4,bb58ecf2-6eda-4c27-8aa1-36cfb66cd67f,A,3,0,A,3,0
3,4,4,A,0,1,dominant,4,4f69d7ee-1403-4212-81f5-5bb129e25ff0,A,3,0,D,3,0
3,4,4,D,0,1,dominant,4,77047c19-6b0e-4fd1-8176-f356483820bf,D,3,0,D,3,0
2,4,4,D,0,1,dominant,4,5ed368bc-3c2c-4e39-b6fa-84dfe6b1acf9,D,3,0,D,4,0
2,4,4,D,0,1,dominant,4,fa7e65fc-0bb0-4601-9d37-eb61fe23658e,D,4,0,D,3,0
2,4,4,D,0,1,dominant,4,4c7a1bf5-6464-415e-82f5-87dc15633fea,D,3,0,G,2,0
2,4,4,G,0,1,dominant,4,a6c9b7ec-695e-4ada-86d6-ee29d5b851bd,G,2,0,G,2,0
1,4,4,G,0,1,dominant,4,4d068d4d-bee6-4d66-854d-0a9b2de5547f,G,2,0,G,3,0
1,4,4,G,0,1,dominant,4,3706658a-08bf-46d4-959a-b941d1017562,G,3,0,G,2,0
1,4,4,G,0,1,dominant,4,bb1af044-db18-4425-aef4-003d5487693b,G,2,0,C,3,0
0,4,4,C,0,1,dominant,4,b6f95e1b-4197-4eb5-9f15-1bc3045bb61c,C,3,0,F,3,0
0,4,4,F,0,1,dominant,4,723644de-cc90-4a32-88ea-86daa8d5d6c1,F,3,0,F,3,0
0,4,4,F,0,1,dominant,4,914b0504-06f2-4029-94b1-aa766bb401e4,F,3,0,C,3,0
0,4,4,C,0,1,dominant,4,db4457a3-783c-453f-8871-628a18ea4de8,C,3,0,G,2,0
0,4,4,G,0,1,dominant,4,73c789cd-8cd8-404b-a688-eae79d081a49,G,2,0,C,3,0
0,4,4,C,0,1,dominant,4,9b4debc4-e2d1-48b1-a9a8-d7be68435262,C,3,0,C,4,0
0,4,4,C,0,1,dominant,4,0abf35c6-d8e4-4ada-8532-1bc115e70f8c,C,4,0,G,3,0
0,4,4,G,0,1,dominant,4,213f9072-9426-47e8-b732-004182c1b1cb,G,3,0,F,3,0
0,4,4,F,0,1,dominant,4,f3f832df-9dff-472a-869b-0ecfa1ba9a4d,F,3,0,G,2,0
0,4,4,G,0,1,dominant,4,9e1997c3-a165-4f89-b837-3fe3e921680f,G,2,0,F,3,0
0,4,4,F,0,1,dominant,4,3d4a579b-68c9-4313-a637-44e108ce9175,F,3,0,C,4,0
0,4,4,C,0,1,dominant,4,fc568686-0045-4e8a-8a9d-5c4b44eda03e,C,4,0,F,3,0
0,4,4,F,0,1,dominant,4,1dd64d75-ea99-4b1a-a485-f7965548e633,F,3,0,C,3,0
0,4,4,C,0,1,dominant,4,35a249ef-5ab6-4d07-832d-7e81afd4883a,C,3,0,F,2,0
0,4,4,F,0,1,dominant,4,b8a315c2-7e2a-421d-be1f-3b2e39d06be8,F,2,0,C,3,0
0,4,4,C,0,1,dominant,4,a4ea7f6e-2ebf-436a-8353-5601b61bcdde,C,3,0,F,2,0
-1,4,4,F,0,1,dominant,4,cb303ce6-b4b2-4abc-a120-efd4c860ef8b,F,2,0,B,2,-1
-1,4,4,B,-1,1,dominant,4,620498ae-1a1f-4d35-963a-965c957fea97,B,2,-1,B,2,-1
-1,4,4,B,-1,1,dominant,4,036d28bf-0a2e-40bd-b286-31653af19ab5,B,2,-1,F,2,0
-1,4,4,F,0,1,dominant,4,17897350-958f-4642-abd2-72395aece882,F,2,0,C,3,0
-1,4,4,C,0,1,dominant,4,329632a9-5d64-489d-bd71-d4dc5c7cb68a,C,3,0,F,2,0
-1,4,4,F,0,1,dominant,4,002f555e-3dc1-4da5-9bbb-2afd99cc321b,F,2,0,F,3,0
-1,4,4,F,0,1,dominant,4,86007551-c9f0-448b-ac76-a916c742b075,F,3,0,C,3,0
-1,4,4,C,0,1,dominant,4,75fb2dc0-8459-44f9-9f04-8bf28ff4ba3e,C,3,0,B,2,-1
-1,4,4,B,-1,1,dominant,4,e7062898-9dc6-4ba8-a5f6-421dc5e516f5,B,2,-1,C,3,0
-1,4,4,C,0,1,dominant,4,b39765a9-a196-4c3e-b61c-8a3118249a64,C,3,0,B,2,-1
-1,4,4,B,-1,1,dominant,4,d4a295c5-5ba7-401f-ae8a-64961cf2b8da,B,2,-1,F,3,0
-1,4,4,F,0,1,dominant,4,0988c7d8-9d71-40a6-82db-fb1140567dbf,F,3,0,B,2,-1
-1,4,4,B,-1,1,dominant,4,4523fae5-fd5c-4a32-88e3-6e7894350ac7,B,2,-1,F,2,0
-1,4,4,F,0,1,dominant,4,7942ba14-4df3-4b34-8fc2-f653f8498feb,F,2,0,B,2,-1
-1,4,4,B,-1,1,dominant,4,3fa0c18b-46a8-4521-8643-7c84adbb8e6b,B,2,-1,F,2,0
-1,4,4,F,0,1,dominant,4,1dacf26b-10e5-4d19-b35f-e5425f4374d5,F,2,0,B,2,-1
-2,4,4,B,-1,1,dominant,4,fcf5afc5-68ff-4885-9089-ee903126ceed,B,2,-1,E,3,-1
-2,4,4,E,-1,1,dominant,4,fe9fa64d-0bd2-491a-b8c0-dc8397bacf27,E,3,-1,E,3,-1
-2,4,4,E,-1,1,dominant,4,a3979256-2c3d-4c9b-b598-3b84b71a0537,E,3,-1,B,2,-1
-2,4,4,B,-1,1,dominant,4,bdb52cd2-fba2-494d-bf9d-18fa4659cac2,B,2,-1,F,3,0
-2,4,4,F,0,1,dominant,4,57aa6ea9-5c07-4656-bc46-97563f6ff222,F,3,0,B,2,-1
-2,4,4,B,-1,1,dominant,4,ee3c40a0-1c73-4845-9e15-4b20a6bbce8f,B,2,-1,B,3,-1
-2,4,4,B,-1,1,dominant,4,8f94dd37-a3c8-467e-b1ea-e2c403731f58,B,3,-1,F,3,0
-2,4,4,F,0,1,dominant,4,4b563fb7-fa95-4e23-931f-e342acf6d07d,F,3,0,E,3,-1
-2,4,4,E,-1,1,dominant,4,e38eb523-2672-4b87-b4da-92e595d82c53,E,3,-1,F,3,0
-2,4,4,F,0,1,dominant,4,2eb83fce-0728-42a1-b2ae-90605150e43f,F,3,0,E,3,-1
-2,4,4,E,-1,1,dominant,4,9f253f8d-345a-4542-9e3e-5eeea55a9405,E,3,-1,B,3,-1
-2,4,4,B,-1,1,dominant,4,fe4b3c82-9cfc-47b4-9b8b-418e170a21b9,B,3,-1,E,3,-1
-2,4,4,E,-1,1,dominant,4,1dbe75ef-82d7-4f5d-ae41-ccc880120192,E,3,-1,B,2,-1
-2,4,4,B,-1,1,dominant,4,bce31d8d-82b3-4ae7-95c9-3efec5b4cc9e,B,2,-1,E,3,-1
-2,4,4,E,-1,1,dominant,4,219169a4-bdf6-4337-ba8b-5ab7fb68811e,E,3,-1,B,2,-1
-2,4,4,B,-1,1,dominant,4,9014daad-1f3f-495e-a913-2022120c8df5,B,2,-1,E,3,-1
-3,4,4,E,-1,1,dominant,4,29d597a5-6dad-4667-932e-12b6c17fb75f,E,3,-1,A,3,-1
-3,4,4,A,-1,1,dominant,4,cf7e21ef-9e1b-4c1d-bddb-2550abde9f36,A,3,-1,A,2,-1
-3,4,4,A,-1,1,dominant,4,e04f5d81-36df-448e-b0f6-c17ed8226f8e,A,2,-1,E,3,-1
-3,4,4,E,-1,1,dominant,4,e72dd468-d2f7-4149-9c28-b410d4fe160a,E,3,-1,B,3,-1
